id,project_id,name,initial_investment,operating_costs,expected_revenue,duration_months,roi,project_date
proj_457,project_id:03,Project 457,124618.03139482888,"[6302.446461147012, 4982.452161436223, 4231.69728422797, 4641.911185860477, 4542.6006348526935, 6388.682159417518, 4556.090404388293, 5494.430332741645, 6500.092327194991, 5844.243901270669, 5912.199374807517, 5853.765040492102, 6741.840357063242, 5550.835807590451, 4421.2218357271595, 4423.016495489379, 6879.936577929164, 4114.910354203721, 4185.729566831435, 5544.064846840917, 4098.480839928673, 5417.015430196659, 4400.675999524744]","[11323.282070707864, 10262.980078052202, 9084.78668952737, 8265.98942209129, 9698.134913067814, 10242.937447015882, 9736.876275761299, 11867.02233129686, 8053.480037376899, 9039.29797382703, 9785.22412791949, 8126.4977463595815, 8605.607844087826, 8952.603199411245, 10869.729374926672, 11266.560571410717, 8253.687857030653, 10237.899283202598, 11127.289040062866, 11574.794530002833, 9496.208189985256, 10457.250089481675, 8186.4920345556475]",23,-16.95720868826601,2021-02-02 12:14:32.016193
proj_689,project_id:03,Project 689,97099.39129839535,"[6421.329183795309, 4710.390632793962, 5319.149203172461, 5243.676096059955, 4702.483459808391, 5116.181548860586, 5361.455203300145, 5355.139554660507, 5876.0127152913765, 4640.717917165526, 4330.367383044581, 4549.998020918033, 6989.307479479513, 5589.4693846901155, 6656.848627929314, 4855.682971299962, 4350.324408172344, 6662.811477416251, 4894.28473098301, 5147.580278865786, 5073.395821903354, 4189.9463505146605, 5044.019379711609, 5349.7670473147, 5275.310664147137, 4912.739180755746, 6729.1465056570805, 5876.977813988238]","[8168.495129144093, 11381.045928742034, 8193.385227762737, 8265.279349646835, 10425.221565505435, 9055.406630939891, 8821.506645822676, 8769.237112762452, 11760.34080885745, 9865.98260851997, 8527.947963114093, 11812.519592984012, 9517.640604871434, 8174.216267076751, 11575.506258441992, 9185.490764225835, 10336.256844002097, 9375.53983388946, 9974.132096281575, 10099.677034530101, 8826.348470267303, 9250.486707253342, 11726.78851463541, 11140.709861232179, 11959.851134046778, 11471.199456179738, 11615.344414609148, 11620.498172623225]",28,35.60490976882607,2021-02-04 12:14:32.022201
proj_751,project_id:03,Project 751,120314.12006211851,"[6074.053847241334, 6823.030901113803, 4634.912617640386, 4177.318716425617, 6381.635508206484, 5654.214207809439, 5117.249360069748, 4184.485976334894, 4657.9451090367365, 4987.2461640791025, 6322.930784621519, 4794.933671711181, 4974.965768756839, 4388.243214595559]","[9659.785630149625, 9625.862337922503, 8373.039847434347, 11841.759709771613, 11424.581527903845, 11303.931475048248, 11866.788054504563, 9485.689677925715, 8623.393308153147, 8059.237557925333, 8343.867498792777, 11970.227130838659, 8843.550890482544, 8276.04450138739]",14,-46.369891358318164,2021-02-04 12:14:32.024232
proj_638,project_id:03,Project 638,105460.98401247045,"[5316.696675348072, 4277.174738584602, 4496.0132643967945, 6458.266111564335, 5810.371919598073, 4004.985495389228, 6857.961455313058, 6067.766816982599, 5243.601232163088, 4940.050247278408, 4428.026067206741, 6021.356615671506, 6581.464937206918, 5041.127273980319, 6333.352717745185, 4375.625769305523, 5960.207348706697, 6358.018228291339, 6530.381548315859, 5663.197609858224, 6743.052010719295, 5283.114091978081, 5166.147712574404, 5186.817927261494, 5640.62032599707, 5032.706069046961]","[10070.558378160762, 9528.210660578761, 8094.541836400487, 11333.467900768632, 9951.519617931826, 8207.374017933236, 11964.19524368691, 8488.379626743563, 11126.537910387302, 11301.649802390417, 11398.793193134114, 11624.417354421901, 11083.647552951184, 10428.840741070737, 8024.717897671796, 9374.363934298952, 8908.405444927375, 8943.199548359345, 10592.33478719251, 10598.940637795551, 10459.71815842589, 10915.91818834794, 8306.52653266653, 11976.902636789766, 8178.480580196775, 10709.03346565001]",26,11.674068416118867,2021-02-05 12:14:32.021232
proj_973,project_id:03,Project 973,108743.3692512383,"[5168.820705386129, 4458.9469519048835, 5867.523021809119, 6089.77777847604, 4313.523773491253, 4136.744575146608, 4900.028728823068, 4453.65995554076, 6036.519784732954, 6009.322807924629, 5840.747351413022, 5059.540841381462, 4861.177620781573, 6341.299892578374, 5847.746193513149, 6807.578795100382, 6705.911423727762, 6006.6847527593345, 6797.815612510194, 6774.894972230382, 5366.59089578017]","[9286.120098743748, 8235.594381086239, 9554.121949467837, 9999.836971800487, 11152.77173584861, 10155.35986679884, 9098.923065776138, 10124.139158691283, 11011.006595402157, 9584.974936072325, 8680.30315469346, 9950.782840215084, 9053.519560617733, 11465.364556650884, 9172.451810665729, 10009.815460271395, 11115.090565203893, 8477.62333415281, 9381.799082564865, 9695.306447459381, 11359.652674590106]",21,-18.4136904873844,2021-02-12 12:14:32.036743
proj_328,project_id:03,Project 328,119437.77659824783,"[6690.791162955948, 6661.451635595417, 5373.881243167127, 6952.779050954604, 4952.492505934528, 4091.008169473938, 4985.578431972764, 4500.1962483167035, 5453.594511964178, 5354.566882475416, 6821.79516445749, 5543.50791849189, 6954.620785850784, 5789.473299817511, 5766.640131655858, 4972.120081104895, 4588.817901697694, 6070.41190323768, 4747.631757893459, 6171.409363855766, 4765.388656573974, 4230.18939363959, 5130.75792341235, 4221.155635630141, 5060.558309474725, 4146.005109298943, 6368.324069115037, 6274.023418749161, 5401.45527641601, 4154.221176145687, 4173.533662168487, 5036.694857792194, 5659.7120465383305]","[9639.678017014843, 8498.380254042359, 10185.045800018732, 11113.54492322708, 10309.339869613512, 9588.632226399703, 11906.46874053904, 9632.62468194832, 8102.579800697338, 9289.122770549035, 9954.151705348833, 11664.993290758393, 8250.109660535607, 11817.517113191028, 9929.521629330386, 9781.428008843177, 8926.560588164786, 9385.791348370138, 11138.95201973318, 8177.239188532649, 8573.129354454333, 10964.170730022255, 8763.113365767305, 10616.983301295613, 11828.982937520257, 10679.94513137269, 8022.937206247719, 11570.499353513307, 9027.459220307075, 11294.109152760038, 9236.063722589786, 8198.854131394277, 9981.09398432823]",33,24.73795124614565,2021-02-13 12:14:32.012158
proj_584,project_id:03,Project 584,62264.828060752974,"[5729.532178523847, 5942.555989039454, 5014.094902638536, 6238.809848765051, 6388.749682243748, 6563.034053790461, 5119.909448082493, 6079.051739430177, 4694.704518924208, 6669.996537853704, 5023.500364199865, 6594.770027551605, 4785.750043638253, 6144.412119484443, 5277.668578852865, 5504.700798766866, 4731.854727367673, 5738.559316991822, 4965.738770132054, 6092.791995368707, 4165.979271918257, 6861.717224956982, 5565.697934459992, 6743.327719842395, 4188.439095391101, 5983.406405319997, 5450.390110222033, 5282.695451766058, 4309.528840830586, 5751.401205418166]","[9031.222329969141, 8707.980128335887, 8158.224611988687, 8693.080674598106, 11199.31682089025, 8222.875127969772, 9893.969427560487, 9089.990502827162, 9290.32013726146, 10765.894150415941, 8293.293535472978, 9765.877332489425, 10849.0934769263, 11582.911505718108, 8940.817015471783, 9921.213261692516, 10241.61348525278, 8971.71953645258, 8747.756960634764, 10517.567485168707, 9056.524341266366, 10463.945377896245, 9082.91184682695, 11837.424710346726, 11834.928730268633, 9939.53253410201, 9805.991427346811, 10622.375622175527, 8448.965271747791, 10302.63918040138]",30,100.23697411651722,2021-02-14 12:14:32.019227
proj_34,project_id:03,Project 34,68605.14897799536,"[5095.159669764041, 5903.480059839134, 4311.58302935191, 4821.217197431074, 4960.8948779079, 5302.988879629569, 4048.5169889310346, 5016.110246295846, 4976.561450433011, 6799.938512328947, 6964.26812397076, 5308.718205816215, 4453.641426706165, 5095.515753013226, 6461.853653338012, 4809.7003004577855, 5904.462477330575, 4242.191837585382, 6893.720331856499, 5674.29758743529, 4582.771180163649, 6872.346554821901, 5583.459313940312, 5955.351382895893, 4983.284280141854, 6311.182658869336, 5316.561438993582, 6581.399109394641, 4688.125907856975]","[9432.789896469632, 9902.756751719737, 9443.068024456057, 9001.67532424052, 11338.572861545512, 9067.615591687798, 8610.449057452397, 9082.395495822137, 11741.61435450656, 11398.687736236276, 9083.5969052737, 8426.046420273204, 10849.887311263634, 11418.808614451795, 9366.739876562471, 9200.737980624632, 8647.299437465768, 10381.572714326847, 9787.460655282106, 8701.33148569406, 8821.722218057601, 10677.631400772478, 8014.078496669733, 11752.938078387248, 10089.194782779843, 11953.394299798487, 11499.81483603058, 8516.217347918848, 10015.64401870245]",29,87.01867345135334,2021-02-16 12:14:32.003156
proj_182,project_id:03,Project 182,76419.63027655649,"[5158.252170653001, 4639.366173572923, 5801.258262727827, 5122.284264595578, 6844.118031920133, 6792.23756434612, 6565.926170090462, 6845.8032819876325, 6524.809285212159, 4569.467489689172, 6555.821274652479, 5754.711186159115, 5262.564215223632, 4576.498431149818, 6293.457866895689, 6618.211209211738, 6394.079919551161, 4482.614019315665, 4058.445593955615]","[8433.760026949216, 11400.181741773802, 9908.17415642424, 11821.925439396871, 10235.791465006761, 10704.475985466985, 10412.416639788895, 9932.188798805608, 10413.537648778532, 8468.17056344952, 10619.288917518974, 11450.223884359555, 8513.311027802818, 9734.83701618923, 10867.239938094403, 8389.66152209183, 10168.690711913343, 9423.19139808414, 8135.971814804239]",19,4.911672558018167,2021-02-20 12:14:32.007154
proj_815,project_id:03,Project 815,65168.21116492024,"[5179.065069916361, 6212.255357360965, 5935.901319768732, 4151.122218343832, 4619.977469314755, 5835.262534678985, 4789.22153864346, 5312.627597014467, 6592.982767557003, 6667.668346195371, 4630.82607712613, 5482.701778516311, 6493.511862857993, 5131.476695338025, 5866.113599771956, 5774.842414326147, 6327.010764653947, 5942.89492182953, 4617.477372027829, 6685.483896848831, 6244.577270330616, 5267.319212560891, 5698.130109767445, 4669.255502564968, 5153.916471726462, 5079.946170776976, 6357.925566287491, 4848.273132197508, 6308.153473946908, 6351.1471316142015, 5386.1375879574525, 5579.483045695546, 4040.5252489022005, 4086.4510380231845, 4480.74617269396]","[10748.46892190475, 8569.593351262363, 11330.904749448371, 9469.057541339946, 8486.183702199905, 11466.7708735323, 10567.341445608352, 9613.193978924983, 8577.273547878829, 11205.888612117415, 9946.010107257063, 9206.845187522295, 10980.428831856496, 9568.427474490949, 8824.08668204963, 10048.501682299127, 10647.371973477217, 11647.250408956814, 11039.885930903782, 9275.261465248712, 9487.26824846352, 9022.529359175664, 8844.316269496543, 11555.36107078312, 11254.843882719802, 8962.975247422764, 9142.048058463235, 8732.201033871457, 11991.652381615855, 8296.114842316292, 8777.619546088692, 10033.20230359448, 8378.600903938777, 8794.547835215217, 8951.333792424126]",35,132.69466476987037,2021-02-20 12:14:32.027257
proj_79,project_id:03,Project 79,108012.8489995877,"[5188.181800415516, 4895.995975611919, 4237.863285525698, 6273.295851626588, 5794.916000003059, 5512.161063024339, 5620.8992405415, 5346.055725800643, 4275.425136841775, 6706.52364938501, 5621.184393037207, 5846.506907331626, 4703.8377412366735, 4210.586327154749, 5065.33660796059, 5718.692161634629, 5131.812261258205, 6633.178187003878]","[11819.256060509171, 8493.789120191608, 10400.203257513178, 11937.596686978093, 10616.182311699104, 10004.230889702068, 9928.054196443316, 9107.718944242864, 8801.66919201741, 9611.359840129484, 10970.859277295758, 10791.528392167225, 8320.829648653558, 9610.39309724227, 8865.81339566573, 9149.749118444592, 9379.356344038, 10636.92768440523]",18,-24.395045683632716,2021-02-21 12:14:32.004155
proj_87,project_id:03,Project 87,90614.86357745399,"[4092.227212033128, 6535.431917496757, 5388.937869783325, 5522.884171485459, 4986.596658266915, 6308.097891914042, 6810.300783692239, 5777.127526619032, 5861.650341638542, 6170.0443416207145, 6737.542131041431, 6531.377900709846, 4304.392727995266, 4677.850094277614, 5074.322120356312, 6221.136557168853, 4540.410854274364, 6257.312371173624, 5885.1899201768765, 5102.138591662227, 4395.063444785746]","[10726.73858638747, 11812.556695927931, 11943.065024350268, 11330.447728611041, 9082.79921597673, 11755.565865940038, 10895.795288449066, 8683.689686626023, 11143.004828725923, 11685.483406912363, 9324.667607978296, 11866.190046942129, 9737.152728743651, 9782.38629066127, 10310.557388076531, 11655.417310252576, 10346.941100234591, 10139.95214373571, 8552.969891408115, 10770.065230302731, 11451.346279024801]",21,16.776379436522554,2021-02-23 12:14:32.004155
proj_711,project_id:03,Project 711,89395.96607286678,"[5693.910232972405, 5543.6285124784545, 4724.908284246774, 4233.579407479714, 4888.75401688267, 6455.154026053735, 6665.850856686737, 6679.615414073742, 4499.408218022254, 5499.946550751355, 6562.649528089511, 6223.990402365139, 6209.236071969903, 5878.781000864647, 6338.442025886759, 5143.999145507666, 6145.000878776161, 5968.960289573127, 5022.2093974557165, 4317.306628973256, 5128.369114155656, 4346.077436237582, 6487.494052536367, 4205.636135843286, 5028.126096242448, 6954.722983865731, 6797.6216563735525, 6750.136468664865, 5643.081744524228, 6463.071164659221, 4663.502759939838]","[8882.33723768828, 11076.440392533053, 8774.277242879456, 11373.544647786204, 8061.502389927231, 8511.199811407712, 9064.075533002333, 11230.567478383065, 9715.358464477302, 9655.055974199011, 11818.28488267981, 10386.61817097263, 10556.214781108174, 10415.736150758286, 11355.824080022718, 11707.121214704275, 10677.18148555703, 11741.867814046402, 9293.043444982466, 10358.308712592978, 8643.905043094304, 10222.67992193162, 8306.466379842357, 10161.123128620462, 10062.171286016612, 8278.9223372584, 11128.799815046665, 11168.611038633926, 8468.87392157107, 11971.999844690872, 8033.341128422078]",31,52.063106675172364,2021-02-24 12:14:32.023190
proj_707,project_id:03,Project 707,71313.04369406172,"[5097.788043512644, 4709.796357117873, 5318.814330561059, 5330.779619418381, 4257.019299848027, 5478.124142034271, 6726.192692028983, 6068.346966952855, 6623.726335862751, 5449.74915133011, 4797.075013521977, 6302.158692046598, 4941.258036965034, 4504.757132802482, 4654.681735656278, 4589.943469216413, 4910.32764573362, 6557.778639447852, 6958.897156129875, 4422.0805681995735, 6539.3371660601915, 5367.936252768195, 6920.530953498579, 4571.13611354686, 6377.926217112161, 4385.209386186481, 6036.918480052724, 5572.945201171785, 6441.0053639092475, 4902.7481064806725, 6338.36005831786, 6554.630606595877, 5476.66131333261, 4399.702858604605, 4129.212478173195]","[8063.04939866803, 8858.928415773955, 8596.02589756783, 8638.792445233294, 10846.954887307838, 8861.542940639487, 10141.725468076842, 10959.559978136997, 10503.85362217144, 8032.820108244519, 9553.017761137946, 10703.847439894995, 10077.640371233545, 11900.265007009433, 9384.076008888314, 11734.567916998543, 11243.141956683608, 11202.73187058111, 8224.896978412475, 10107.950700217341, 9845.993528197274, 10555.52135147664, 8563.703192997913, 11193.059414736272, 9387.246670883444, 8164.119619944289, 9806.18104909026, 10022.623462694779, 10104.267485249771, 9402.371281493883, 11571.499488335148, 9757.265877090522, 9795.871335488437, 9373.439040865424, 10420.096449024937]",35,115.78814318517571,2021-02-25 12:14:32.023190
proj_53,project_id:03,Project 53,128701.78256417898,"[4706.241682504416, 4080.6674069147552, 4333.36577609659, 6144.0609968129575, 4049.624109248045, 4019.132431321566, 5419.608266713485, 6607.226454386117, 6896.801421526821, 5638.857530222417, 5078.036643272922, 4651.472419659776, 5106.917497683518, 5993.478986453744, 6808.215785007467, 6986.910802662409, 5786.64197599432, 6988.455940551614, 6133.450270585841, 6812.430468938464, 5601.770111148308, 5522.141170338451, 6620.409107692282, 6494.868975981235, 4939.165947775689, 6474.008006245269, 5228.246062256301]","[10315.208986794454, 10742.964121115787, 10658.623263860702, 10817.103477799385, 10475.854820837374, 9894.424170016944, 8427.974029660567, 10509.537405121735, 9976.326540290003, 11412.896311141463, 11224.483800469405, 8363.967383975423, 8706.239238194801, 11246.911149308025, 8649.46684905373, 11543.9805272271, 11730.50024705832, 11676.251288744035, 9734.44858921924, 10296.849556087534, 10561.136997497346, 10262.242334042789, 8002.0336231442125, 8766.52682006302, 9342.668500789792, 9258.66602897238, 9575.917496040562]",27,-7.4985637831668495,2021-02-26 12:14:32.003156
proj_924,project_id:03,Project 924,121600.04115673358,"[6852.210878247151, 6235.009517974579, 5043.024606127883, 6531.936164127534, 6381.658646137888, 6218.363737295851, 6315.8206925225695, 4753.677569948107, 6214.775728814531, 5612.0713640501035, 5113.737147442443, 4827.057507125875, 5700.043459997521, 6568.899485996728, 5714.815692533014, 4508.397656909175, 6689.8396238638325, 5605.677062350548, 4891.37031770813, 5674.019706812916, 5762.648889983878, 5396.492805724072, 6433.160320365356, 4069.493135269113, 6069.968585913244, 4314.632437007069, 6985.285498460018]","[8018.746915310444, 11498.363795411016, 11789.080064568587, 10197.209635063196, 8082.780778874789, 11215.087710647049, 10056.844469569496, 9703.76838097416, 8021.453341308329, 9572.451851388629, 8337.158642626331, 9475.406209679028, 9097.238011299794, 11394.320994184087, 9029.012112457476, 10699.115078763392, 10925.735166115861, 10030.240377636977, 8778.67150396516, 10558.368847568174, 8200.883588347346, 11697.562943863886, 9126.473948323879, 9165.666222390715, 11555.29055217694, 11801.892402991758, 10410.18724239733]",27,-6.287101990109418,2021-02-28 12:14:32.033787
proj_860,project_id:03,Project 860,104623.34301861624,"[5301.360834740922, 4075.383911957313, 5345.616700071025, 6585.614311614841, 5377.65392213998, 6270.592502439627, 5677.939383857465, 4775.992535176932, 4233.357239457126, 4708.667914527897, 4343.250568928206, 6142.421410812125, 6533.179115056948, 5179.3832758976705, 4063.877724421241, 4946.120714721228, 4058.5535666222568, 5072.8699552266935, 5059.983195662079, 6553.863581816093, 5973.223419859327, 5888.368213946689]","[10861.735120464291, 11696.295223143221, 11477.231564690386, 8774.400645302127, 8080.53072465629, 8374.609849053424, 11032.166565071202, 11230.3462723844, 9710.759414199812, 10479.264344481582, 10281.394432255467, 10665.42105508379, 10197.595553423844, 8479.198123949725, 9485.068468345191, 9531.699767757522, 9920.71400555079, 9190.206032270085, 11030.471662558048, 11787.308908705021, 8183.391319436481, 10347.450636855949]",22,0.025465322842904932,2021-03-03 12:14:32.029189
proj_888,project_id:03,Project 888,70798.45571770068,"[5281.407058141398, 4631.479559848023, 4168.496415398756, 4981.809970059475, 4348.399482914427, 6531.983713486685, 6948.725445443351, 4614.347426737768, 4412.721745479424, 4314.56258072898, 6820.269002717141, 5807.038495581004, 6362.97891285789, 6008.3878567550655, 6930.142273729887, 5609.955121842169, 5562.984026912286, 4986.910458854158, 5335.28830897798, 4665.390371751558, 4709.157282178964, 6371.657764214328, 4875.1247329604375, 5470.997742484509, 6212.341718918542, 4699.5394583849975, 4972.417441780112, 5895.696368721378, 6717.045771471289, 6645.236066099951, 6500.213860373088, 5757.1180147582245]","[11496.565410097759, 9330.368917441145, 11700.446630150445, 9886.140343450148, 11893.59691156142, 11721.858699654105, 10146.046633930042, 9919.262220098886, 11386.156100439497, 11309.707931233157, 9961.437815045527, 9500.48556401271, 8599.117330213727, 11563.738282661521, 8145.445950544021, 10920.037220406033, 8633.351921098681, 8212.624090083318, 10935.79045535232, 10772.30888731376, 9446.763913441895, 9305.328677249407, 8022.51109394911, 11241.643835714878, 9968.743252796476, 10614.731891894062, 9423.10456800726, 10330.812884533565, 11674.843989150922, 8755.605875288189, 9400.97736072246, 9329.666448836802]",32,106.78331917232478,2021-03-05 12:14:32.030737
proj_722,project_id:03,Project 722,103671.23204336586,"[4615.080105356863, 4865.226543982172, 4051.3397555912215, 5627.076034462983, 5132.870566423086, 6556.065846717741, 6815.769375593665, 6456.882800081426, 4110.920698252403, 5977.236454570336, 4344.568771223435, 6718.798394740581, 5098.843280186324, 5564.696216798525, 6531.316205805189, 4817.800129304332, 5719.409922670789, 6702.424687151568, 6214.746174338762, 6240.722634630907, 5572.590324057385, 5951.825901775499, 5208.751266941697, 5759.2971651348225, 5348.637709074358]","[10944.955504798874, 8395.394743863297, 10370.279920309446, 9920.910242350386, 8159.016081495299, 11267.63522847088, 9017.942145592382, 8775.598025703062, 9691.569084986615, 8317.65831694198, 10840.202179929349, 9337.830539936913, 11979.44017349174, 8979.789001768388, 8954.332632151894, 9591.675435910769, 8814.105224700237, 10493.371071112648, 11165.65439225518, 11247.109958245575, 9336.711410012578, 9998.728130211319, 10695.840791864457, 10689.441818946398, 9135.297265649682]",25,2.359729178721561,2021-03-10 12:14:32.023190
proj_829,project_id:03,Project 829,53607.878201763284,"[6522.541237362157, 4150.935802566736, 6923.778842463634, 5866.521352992114, 6300.555350736531, 6031.887598290713, 5350.910792894567, 4279.629198707181, 5679.709753753231, 6409.543946151901, 5122.2137115623145, 5323.188124168378, 5671.760590855203, 5049.877383870316, 6847.009800224681, 6824.133467918493, 5536.599480647423, 4228.860345386139, 4379.030973846481, 5221.736301022486, 4128.166383931]","[8058.630262351123, 11004.49701303967, 11698.139951572612, 8696.197317539894, 10489.673761732758, 10488.238088882, 11129.981858234183, 8973.299623814433, 10660.067651442992, 9700.227282773943, 10691.830502335572, 10873.701746201335, 8798.652525869387, 9585.292695875534, 11481.599275411127, 10167.045441908482, 9848.571111743944, 10471.710018159249, 10812.632888428623, 10891.763531335948, 10754.159132284403]",21,85.47147280735902,2021-03-12 12:14:32.028235
proj_116,project_id:03,Project 116,144841.1648674707,"[4731.600293408474, 6312.453581615382, 4967.28663323759, 4662.384905542793, 4755.966747231697, 6484.850963462561, 4592.615058549004, 4970.093460926961, 5617.898846479799, 5463.749860167565, 4506.196652948358, 6969.624191897247, 6061.65842037107, 4709.003434625998, 5680.0309315263585, 6277.629633689954]","[11453.232400148101, 9714.37032099914, 8538.0625595569, 9550.876755713283, 8873.350534373621, 10028.438638789665, 8838.192267223028, 11627.490484950504, 10437.345867294034, 11720.472856933276, 10459.250402153491, 9365.416028957212, 10514.726149026093, 11899.273793650567, 11073.393823592283, 9887.491319935642]",16,-46.68757279170557,2021-03-13 12:14:32.005155
proj_954,project_id:03,Project 954,63878.8786853549,"[5083.908179045218, 4044.0470798564274, 5242.9074709507295, 5987.98122223874, 6233.527201632394, 6297.720582219384, 5772.987779189654, 5843.021058928002, 5726.317646992744, 4874.435191867002, 6426.781771881682, 4107.136876990675, 6437.720177287527, 4188.1070240120835, 6026.332683487902, 4139.846372525744, 4437.755315712454, 4772.587895663786, 4476.806089145052, 6080.830537550755]","[9099.466369513952, 11976.084619572826, 11090.148435658342, 8872.85238484741, 11100.131655418856, 10361.12674589585, 8706.945203359372, 9885.408181015695, 9044.083743544976, 9993.125218151516, 11734.746992427301, 11725.397281199905, 8065.874212355835, 10983.736323185823, 10208.701543579076, 11996.456870923383, 11358.610439927543, 9582.737475095126, 11500.0383327077, 10217.637868336524]",20,58.585363150346026,2021-03-15 12:14:32.035801
proj_242,project_id:03,Project 242,128705.76288572683,"[6667.792254635208, 4959.645713172009, 4998.721295386514, 6318.820038293355, 5575.494911696851, 6053.440218706592, 5551.450067739854, 6579.327279820645, 4693.949472833064, 4832.159224902377, 5865.966114103797, 6314.558839531746, 4932.759691339025, 6646.611790987612, 6343.382020734512, 4547.2023668655465, 5275.828964825679, 5275.625507027469, 4103.674503823287, 6492.44266508158]","[8907.76312886765, 11328.974657956685, 9006.372031919074, 8084.569642891431, 9428.599733603562, 10527.383483895592, 10383.531342582097, 9427.499903396108, 8965.731132137167, 11058.519898913857, 11574.596942869624, 11391.610487587754, 10842.561293086535, 8457.42325209103, 9889.245027981431, 10234.218087401028, 9241.135517813767, 8608.49779881396, 8435.317023853077, 10488.379962248166]",20,-34.538224614535615,2021-03-16 12:14:32.008154
proj_507,project_id:03,Project 507,74469.45383690356,"[5659.358593764186, 5046.672924391431, 6696.179716844656, 6807.072801887065, 6687.89071993289, 6840.333024726553, 4433.612432815241, 4044.365272048759, 5309.367072395619, 4282.065945462283, 5081.647713600205, 5550.001095832008, 4522.702093171015, 4186.024339250062, 4296.662816648895, 4253.8313638372165, 4347.754552980048, 6335.2158924866535, 4601.095956394498, 5007.711650479791, 6919.597338758063, 5311.658043237244, 4064.576517584414, 6599.272360715626, 6947.760692168647, 5166.468726123691, 5963.967994248434, 6983.49611484333, 6222.752498921916]","[9702.62462504563, 11132.135869209007, 8333.974845495964, 9314.426079955168, 9728.687486148643, 8544.799114944832, 11464.851862169175, 11104.17410407444, 8326.177765849476, 8512.837057337494, 10838.531004473232, 8650.835310070343, 9047.460770080412, 8868.446960887586, 9163.319016340402, 9025.183882942978, 11660.484226544113, 8718.503328594961, 10582.655437918256, 9494.504941477166, 10181.56917893346, 8348.553594929364, 9916.546861495797, 11397.488954942253, 8057.01418134259, 8710.3173932545, 11237.810555016848, 9207.262552460279, 11275.732999655169]",29,64.33287393789699,2021-03-18 12:14:32.017220
proj_947,project_id:03,Project 947,104959.48511448667,"[6621.77022990365, 6611.462247428952, 6341.317777067019, 5905.753905115468, 5916.7075260964, 5615.9462598102255, 5890.293231888203, 5955.7963888805925, 6193.495934724172, 5739.473508092478, 5426.373012047682, 4601.488450619459, 5673.344991455661, 5172.987265634853, 5443.161047777183, 6490.338694532287]","[8514.678463192278, 9822.75691512087, 10986.946583643601, 11922.34158489747, 8279.155680909877, 11489.831302241644, 9670.286942513132, 11693.20290018026, 8955.478129913428, 8149.502218477287, 11510.399358789466, 10102.378696224521, 11999.161292616487, 9310.285253920245, 8751.284611446663, 11974.891749050392]",16,-33.752655954610525,2021-03-20 12:14:32.034785
proj_359,project_id:03,Project 359,111760.08091509796,"[6719.434544317148, 5075.0697680741205, 5548.293499350201, 4744.4766514788025, 4597.902145328478, 5824.6990253898275, 4631.298678225161, 6207.901842525833, 5959.08113329851, 5747.38153427977, 4757.564216182115, 4605.806644525849, 4703.806235661194, 6645.422570801924, 6154.248428620328, 6672.750055492292, 5555.92219985822, 4346.484199731842, 6910.23158258089, 4268.178844535492, 6114.842423251159, 5553.928472995982, 5290.975730699691, 4833.837036520672, 5552.627304592132, 5368.0603257855455, 4232.462440112899, 5694.61668966871]","[11933.824881233697, 8808.694308170861, 10739.298344501634, 10033.006987265602, 8167.270810314333, 11889.776833739284, 10273.03024963351, 9974.363232270825, 8604.530903058325, 9548.250470623248, 10503.354998756891, 9162.829117044992, 8884.314965391384, 8467.883778987532, 8416.441299343132, 10254.772812871099, 10195.766580601146, 8452.50298968213, 11577.90142751663, 8075.434250426985, 8783.542684393587, 10322.94857884254, 11882.78309690415, 10192.43643640009, 10869.695349874706, 10899.770105359781, 11939.751792516563, 11488.67690570831]",28,14.55391667513804,2021-03-21 12:14:32.013186
proj_673,project_id:03,Project 673,66264.74802555518,"[4526.695092354274, 6301.617748919058, 5909.113393011909, 6359.3281470189595, 6352.423762315628, 6071.895668418598, 6581.423472851824, 5147.93194641306, 6006.104653380978, 4041.6223050815297, 4848.997223061331, 5929.843963870733, 5812.263125706133, 6665.807389135163, 6383.333103240639, 4798.650639106008, 5013.672086581089, 6533.195140464972, 4065.331550704044, 4107.16185047694, 6773.697481917489, 4212.104221186716, 4021.334682637784, 6771.658027047639, 4949.049120979311, 4341.716550660912]","[9853.679525225694, 10425.396469418565, 10025.10217264432, 10507.548638910012, 11720.108910610212, 10853.791259574678, 11280.209034439402, 11764.926787106004, 8524.017311051779, 8157.409960706574, 9031.826597818746, 9528.821422965704, 9239.67208246531, 11251.992516373573, 9922.970369160816, 10581.07727759003, 11433.453578078617, 11467.63809943129, 8525.06913038545, 8661.279611636863, 8419.332358893065, 8366.559877352101, 8063.4240013693325, 9134.974822403143, 10923.97778839459, 11578.053773670083]",26,76.1363990792227,2021-03-22 12:14:32.022201
